Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Use production,Supplier,Purchase cost,Available for sale [C Autoparts],Price [C Autoparts],In stock [C Autoparts],Low stock [C Autoparts],Optimal stock [C Autoparts],Available for sale [OLD A/P],Price [OLD A/P],In stock [OLD A/P],Low stock [OLD A/P],Optimal stock [OLD A/P],Available for sale [Stock - Accessories],Price [Stock - Accessories],In stock [Stock - Accessories],Low stock [Stock - Accessories],Optimal stock [Stock - Accessories],Available for sale [WAREHOUSE],Price [WAREHOUSE],In stock [WAREHOUSE],Low stock [WAREHOUSE],Optimal stock [WAREHOUSE],Available for sale [TIRES],Price [TIRES],In stock [TIRES],Low stock [TIRES],Optimal stock [TIRES],Available for sale [JUNIOR],Price [JUNIOR],In stock [JUNIOR],Low stock [JUNIOR],Optimal stock [JUNIOR]
bendix-db-2526gct-toy-hiace-deluxe-rear-1,23325,BENDIX DB-2526GCT TOY HIACE DELUXE REAR,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,2000.00,1396.5,2200689762482,,,Y,,,0.0,Y,2000.00,3.0,1.0,3.0,Y,2000.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2000.00,0.0,,,N,2000.00,0.0,,
bendix-db-2527-toy-altis-19-22,DB-2527,BENDIX DB-2527 TOY ALTIS 19-22 FRT,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,2200.00,1596.0,2200689704830,,,Y,,,0.0,Y,2200.00,1.0,1.0,2.0,Y,2200.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2200.00,0.0,,,N,2200.00,0.0,,
bendix-db-2529gct-toy-veloz-rear-2,DB-2529,BENDIX DB-2529GCT TOY VELOZ REAR,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,1500.00,1026.0,9415385564121,,,Y,,,0.0,Y,1500.00,2.0,1.0,3.0,Y,1500.00,1.0,,,N,1500.00,0.0,,,N,1500.00,0.0,,,N,1500.00,0.0,,,N,1500.00,0.0,,
bendix-db-2531gct-mg-hs-25-up-rr-1,12275319,BENDIX DB-2531GCT MG HS 25-UP RR,BRAKE PAD - BENDIX #01 - OTHERS,,N,,,,,,,1900.00,1225.5,3404064517257,,,Y,,,0.0,Y,1900.00,3.0,1.0,3.0,Y,1900.00,0.0,,,Y,1900.00,0.0,,,Y,1900.00,0.0,,,N,1900.00,0.0,,,N,1900.00,0.0,,
bendix-db-2532-isu-dmax-4x2-frt-20-23-1,DB-2532,BENDIX DB-2532 ISU DMAX 4X2 FRT 20-23,BRAKE PAD - BENDIX #01 - ISUZU,,N,,,,,,,2200.00,1505.75,2200689905261,,,Y,,,0.0,Y,2200.00,6.0,1.0,3.0,Y,2200.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2200.00,0.0,,,N,2200.00,0.0,,
bendix-db-2533-isu-dmax-4x2-mux-frt-19-21-1,24626,BENDIX DB-2533 ISU DMAX 4X2 MUX FRT 19-21,BRAKE PAD - BENDIX #01 - ISUZU,,N,,,,,,,2300.00,1601.7,2200689977817,,,Y,,,0.0,Y,2300.00,3.0,1.0,3.0,Y,2300.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2300.00,0.0,,,N,2300.00,0.0,,
bendix-db-2536-hyu-h350-frt-2,23762,BENDIX DB-2536 HYU H350 FRT,BRAKE PAD - BENDIX #01 - HYUNDAI KIA,,N,,,,,,,4500.00,3011.5,2200689803215,,,Y,,,0.0,Y,4500.00,1.0,0.0,1.0,Y,4500.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,4500.00,0.0,,,N,4500.00,0.0,,
bendix-db-2537-hyu-h350-rear-2,23763,BENDIX DB-2537 HYU H350 REAR,BRAKE PAD - BENDIX #01 - HYUNDAI KIA,,N,,,,,,,3500.00,2280.0,2200689859984,,,Y,,,0.0,Y,3500.00,1.0,0.0,1.0,Y,3500.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,3500.00,0.0,,,N,3500.00,0.0,,
bendix-db-2538-maz-3-19-up-frt,24627,BENDIX DB-2538 MAZ 3 19-UP FRT,BRAKE PAD - BENDIX #01 - MAZDA FORD,,N,,,,,,,2500.00,1672.0,2200689292729,,,Y,,,0.0,Y,2500.00,1.0,0.0,1.0,Y,2500.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2500.00,0.0,,,N,2500.00,0.0,,
bendix-db-2539-maz-3-19-up-rear,24628,BENDIX DB-2539 MAZ 3 19-UP REAR,BRAKE PAD - BENDIX #01 - MAZDA FORD,,N,,,,,,,2000.00,1434.5,2200689446305,,,Y,,,0.0,Y,2000.00,1.0,0.0,1.0,Y,2000.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2000.00,0.0,,,N,2000.00,0.0,,
bendix-db-2587gct-toy-raize-frt-1,27365,BENDIX DB-2587GCT TOY RAIZE VELOZ AVANZA 22-UP FRT,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,1800.00,1282.5,2200689213052,,,Y,,,0.0,Y,1800.00,3.0,2.0,5.0,Y,1800.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1800.00,0.0,,,N,1800.00,0.0,,
bendix-db-2589-isu-traviz-frt,24989,BENDIX DB-2589 ISU TRAVIZ FRT,BRAKE PAD - BENDIX #01 - ISUZU,,N,,,,,,,2200.00,1601.21,2200689985737,,,Y,,,0.0,Y,2200.00,2.0,3.0,5.0,Y,2200.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2200.00,0.0,,,N,2200.00,0.0,,
brake-pad-bendix-db-2593gct-hyu-sta-fe-2.2-18-25-frt-1,75152587,BENDIX DB-2593GCT HYU STA FE 2.2 18-25 FRT,BRAKE PAD - BENDIX #01 - HYUNDAI KIA,,N,,,,,,,2500.00,1662.5,4129524513409,,,Y,,,0.0,Y,2500.00,2.0,1.0,2.0,Y,2500.00,0.0,,,N,2500.00,0.0,,,Y,2500.00,0.0,,,N,2500.00,0.0,,,N,2500.00,0.0,,
bendix-db-2601gct-nis-almera-20-up-frt-1,70580151,BENDIX DB-2601GCT NIS ALMERA 20-UP FRT,BRAKE PAD - BENDIX #01 - NISSAN,,N,,,,,,,2000.00,1311.0,2200689575822,,,Y,,,0.0,Y,2000.00,2.0,1.0,2.0,Y,2000.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2000.00,0.0,,,N,2000.00,0.0,,
bendix-db-2605gct-chev-trax-15-22-1,DB-2605,BENDIX DB-2605GCT CHEV TRAX 15-22,BRAKE PAD - BENDIX #01 - CHEVROLET,,N,,,,,,,2400.00,1662.5,2200689129032,,,Y,,,0.0,Y,2400.00,1.0,1.0,3.0,Y,2400.00,0.0,,,N,0.00,0.0,,,N,2400.00,0.0,,,N,2400.00,0.0,,,N,2400.00,0.0,,
bendix-db-2606gct-suz-jimny-front-19-23,DB-2606,BENDIX DB-2606GCT SUZ JIMNY FRONT 19-23,BRAKE PAD - BENDIX #01 - SUZUKI,,N,,,,,,,2200.00,1472.5,2200689766418,,,Y,,,0.0,Y,2200.00,2.0,1.0,3.0,Y,2200.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2200.00,0.0,,,N,2200.00,0.0,,
bendix-db-2608gct-isu-mux-21-up-rear-1,27379,BENDIX DB-2608GCT ISU MUX 21-UP REAR,BRAKE PAD - BENDIX #01 - ISUZU,,N,,,,,,,2200.00,1420.25,2200689867965,,,Y,,,0.0,Y,2200.00,4.0,2.0,5.0,Y,2200.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2200.00,0.0,,,N,2200.00,0.0,,
bendix-db-2609-geely-coolray-frt,22162,BENDIX DB-2609 GEELY COOLRAY FRT,BRAKE PAD - BENDIX #01 - OTHERS,,N,,,,,,,2200.00,1520.0,2200689855238,,,Y,,,0.0,Y,2200.00,4.0,2.0,5.0,Y,2200.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2200.00,0.0,,,N,2200.00,0.0,,
bendix-db-2610-geely-coolray-rr,22541,BENDIX DB-2610 GEELY COOLRAY RR,BRAKE PAD - BENDIX #01 - OTHERS,,N,,,,,,,2000.00,1425.0,2200689452840,,,Y,,,0.0,Y,2000.00,3.0,2.0,5.0,Y,2000.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2000.00,0.0,,,N,2000.00,0.0,,
bendix-db-2614gct-hyu-santa-fe-18-up-rear-1,95421946,BENDIX DB-2614GCT HYU SANTA FE 18-UP REAR,BRAKE PAD - BENDIX #01 - HYUNDAI KIA,,N,,,,,,,2000.00,1406.0,6684979008324,,,Y,,,0.0,Y,2000.00,4.0,1.0,2.0,Y,2000.00,1.0,,,N,2000.00,0.0,,,N,2000.00,0.0,,,N,2000.00,0.0,,,N,2000.00,0.0,,
bendix-db-2631gct-hyu-palisade-19-24-frt,88752686,BENDIX DB-2631GCT HYU PALISADE 19-24 FRT,BRAKE PAD - BENDIX #01 - HYUNDAI KIA,,N,,,,,,,2800.00,1876.25,5336241086493,,,Y,,,,Y,2800.00,1.0,0.0,1.0,Y,2800.00,0.0,,,N,2800.00,0.0,,,N,2800.00,0.0,,,N,2800.00,0.0,,,N,2800.00,0.0,,
bendix-db-2639gct-toy-lc300-frt-1,38773394,BENDIX DB-2639GCT TOY LC300 FRT,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,4200.00,2609.33,8333743849592,,,Y,,,0.0,Y,4200.00,3.0,1.0,3.0,Y,4200.00,0.0,,,N,4200.00,0.0,,,N,4200.00,0.0,,,N,4200.00,0.0,,,N,4200.00,0.0,,
32458776,32458776,BENDIX DB-2643GCT KIA CARNIVAL 22-UP REAR,BRAKE PAD - BENDIX #01 - HYUNDAI KIA,,N,,,,,,,2200.00,1444.0,2200689495257,,,Y,,,0.0,Y,2200.00,1.0,0.0,1.0,Y,2200.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2200.00,0.0,,,N,2200.00,0.0,,
93538253,93538253,BENDIX DB-2646GCT KIA CARNIVAL 22-UP FRT,BRAKE PAD - BENDIX #01 - HYUNDAI KIA,,N,,,,,,,2700.00,1885.75,2200689941458,,,Y,,,0.0,Y,2700.00,1.0,0.0,1.0,Y,2700.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2700.00,0.0,,,N,2700.00,0.0,,
bendix-db-2650gct-hyu-staria-22-24-frt,56241624,BENDIX DB-2650GCT HYU STARIA 22-24 FRT,BRAKE PAD - BENDIX #01 - HYUNDAI KIA,,N,,,,,,,3300.00,2327.5,3524565607902,,,Y,,,,Y,3300.00,2.0,1.0,2.0,Y,3300.00,0.0,,,N,3300.00,0.0,,,N,3300.00,0.0,,,N,3300.00,0.0,,,N,3300.00,0.0,,
bendix-db-2651gct-hyu-staria-22-24-rear,53362674,BENDIX DB-2651GCT HYU STARIA 22-24 REAR,BRAKE PAD - BENDIX #01 - HYUNDAI KIA,,N,,,,,,,2600.00,1852.5,4661093680300,,,Y,,,,Y,2600.00,2.0,1.0,3.0,Y,2600.00,1.0,,,N,2600.00,0.0,,,N,2600.00,0.0,,,N,2600.00,0.0,,,N,2600.00,0.0,,
bendix-db-2670gct-hyu-stargazer-frt,DB-2670,BENDIX DB-2670GCT HYU STARGAZER FRT,BRAKE PAD - BENDIX #01 - HYUNDAI KIA,,N,,,,,,,2100.00,1406.0,9419008375714,,,Y,,,0.0,Y,2100.00,1.0,1.0,3.0,Y,2100.00,0.0,,,N,2100.00,0.0,,,N,2100.00,0.0,,,N,2100.00,0.0,,,N,2100.00,0.0,,
bendix-db-2689gct-ford-everest-raptor-22-24-rear,98812934,BENDIX DB-2689GCT FORD EVEREST RAPTOR 22-24 REAR,BRAKE PAD - BENDIX #01 - MAZDA FORD,,N,,,,,,,2900.00,2042.5,1962440538965,,,Y,,,0.0,Y,2900.00,5.0,1.0,3.0,Y,2900.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2900.00,0.0,,,N,2900.00,0.0,,
75085237,75085237,BENDIX DB-2729GCT NIS KICKS 22-UP FRT,BRAKE PAD - BENDIX #01 - NISSAN,,N,,,,,,,2100.00,1472.5,2200689114968,,,Y,,,0.0,Y,2100.00,2.0,1.0,2.0,Y,2100.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2100.00,0.0,,,N,2100.00,0.0,,
bendix-db-2730gct-nis-terra-rear-22-24,84142151,BENDIX DB-2730GCT NIS TERRA REAR 22-24,BRAKE PAD - BENDIX #01 - NISSAN,,N,,,,,,,2000.00,1254.0,9433975831245,,,Y,,,0.0,Y,2000.00,3.0,1.0,3.0,Y,2000.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,2000.00,0.0,,,N,2000.00,0.0,,
bendix-db-2734gct-toy-wigo-23-up-frt-1,77701619,BENDIX DB-2734GCT TOY WIGO 23-UP FRT,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,1600.00,1130.5,5660147733961,,,Y,,,0.0,Y,1600.00,7.0,2.0,5.0,Y,1600.00,2.0,,,N,1600.00,0.0,,,N,1600.00,0.0,,,N,1600.00,0.0,,,N,1600.00,0.0,,
bendix-db-27364wd-nis-terra-22-25-frt,22523398,BENDIX DB-27364WD NIS TERRA 22-25 FRT,BRAKE PAD - BENDIX #01 - NISSAN,,N,,,,,,,3200.00,2185.0,7557262033749,,,Y,,,0.0,Y,3200.00,2.0,1.0,3.0,Y,3200.00,0.0,,,N,3200.00,0.0,,,N,3200.00,0.0,,,N,3200.00,0.0,,,N,3200.00,0.0,,
bendix-db-2736gct-nis-terra-22-25-frt-2,99156112,BENDIX DB-2736GCT NIS TERRA 22-25 FRT,BRAKE PAD - BENDIX #01 - NISSAN,,N,,,,,,,2300.00,1615.0,5774028809499,,,Y,,,0.0,Y,2300.00,23.0,1.0,2.0,Y,2300.00,1.0,,,N,2300.00,0.0,,,N,2300.00,0.0,,,N,2300.00,0.0,,,N,2300.00,0.0,,
56771679,56771679,BENDIX DB-2738GCT FORD TERRITORY 20-UP FRT,BRAKE PAD - BENDIX #01 - MAZDA FORD,,N,,,,,,,2500.00,1710.0,2797768909354,,,Y,,,0.0,Y,2500.00,4.0,1.0,2.0,Y,2500.00,1.0,,,N,2500.00,0.0,,,Y,2500.00,0.0,,,N,2500.00,0.0,,,N,2500.00,0.0,,
bendix-db-2739gct-ford-territory-20-up-rear,77510956,BENDIX DB-2739GCT FORD TERRITORY 20-UP REAR,BRAKE PAD - BENDIX #01 - MAZDA FORD,,N,,,,,,,2100.00,1406.0,9753609811092,,,Y,,,0.0,Y,2100.00,0.0,1.0,3.0,Y,2100.00,1.0,,,N,2100.00,0.0,,,N,2100.00,0.0,,,N,2100.00,0.0,,,N,2100.00,0.0,,
bendix-db-281-toy-cressida-1,24222,BENDIX DB-281 TOY CRESSIDA,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,1300.00,907.25,2200689676321,,,Y,,,0.0,Y,1300.00,1.0,1.0,3.0,Y,1300.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1300.00,0.0,,,N,1300.00,0.0,,
 DB-293 ,DB-293,BENDIX DB-293 NIS SENTRA 87-92 FRT,BRAKE PAD - BENDIX #01 - NISSAN,,N,,,,,,,1150.00,0.0,2200689269502,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1150.00,0.0,0.0,1.0,Y,1150.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1150.00,0.0,,,N,1150.00,0.0,,
 DB-297 ,DB-297,BENDIX DB-297 MIT L300 OLD FRT,BRAKE PAD - BENDIX #01 - MITSUBISHI,,N,,,,,,,1200.00,883.5,220174110,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1200.00,1.0,5.0,1.0,Y,1200.00,2.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1200.00,0.0,,,N,1200.00,0.0,,
bendix-db-300-hon-civic-90-97-city-97-02-frt-1,DB-300,BENDIX DB-300 HON CIVIC 90-97 CITY 97-02 FRT,BRAKE PAD - BENDIX #01 - HONDA,,N,,,,,,,1250.00,883.5,2201741126563,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1250.00,1.0,2.0,3.0,Y,1250.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1250.00,0.0,,,N,1250.00,0.0,,
bendix-db-306-toy-liteace-89-91-tamaraw-91-93-frt-2,DB-306,BENDIX DB-306 TOY LITEACE 89-91 TAMARAW 91-93 FRT,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,1200.00,888.25,2200689432750,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1200.00,2.0,1.0,2.0,Y,1200.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1200.00,0.0,,,N,1200.00,0.0,,
bendix-db-308-toy-corolla-83-01-frt-2,DB-308,BENDIX DB-308 TOY COROLLA 83-01 FRT,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,1100.00,783.32,2200689551406,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1100.00,1.0,3.0,1.0,Y,1100.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1100.00,0.0,,,N,1100.00,0.0,,
 DB-318 ,DB-318,BENDIX DB-318 TOY HIACE 83-89 HILUX 84-97 FRT,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,1300.00,475.0,2200689768043,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1300.00,0.0,0.0,1.0,Y,1300.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1300.00,0.0,,,N,1300.00,0.0,,
 DB-321 ,DB-321,BENDIX DB-321 NIS PATRAOL 82-01 URVAN E23 88-97 FRT,BRAKE PAD - BENDIX #01 - NISSAN,,N,,,,,,,1400.00,935.75,2201751351238,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1400.00,1.0,0.0,1.0,Y,1400.00,0.0,,,N,1400.00,0.0,,,N,0.00,0.0,,,N,1400.00,0.0,,,N,1400.00,0.0,,
bendix-db-322,23114,BENDIX DB-322 TOY CORONA 82-84 FRT,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,1350.00,413.25,2200689546071,,,Y,,,0.0,Y,1350.00,0.0,0.0,1.0,Y,1350.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1350.00,0.0,,,N,1350.00,0.0,,
 DB-3310 ,DB-3310,BENDIX DB-3310,BRAKE PAD - BENDIX #01 - OTHERS,,N,,,,,,,variable,0.0,2200689607295,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,variable,0.0,0.0,1.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
 DB-3320 ,DB-3320,BENDIX DB-3320,BRAKE PAD - BENDIX #01 - OTHERS,,N,,,,,,,variable,0.0,2200689818867,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,variable,0.0,2.0,5.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
bendix-db-340-nis-bida-88-97-pathfinder-frontier-4x2-89-00-frt-1,DB-340,BENDIX DB-340 NIS BIDA 88-97 PATHFINDER FRONTIER 4X2 89-00 FRT,BRAKE PAD - BENDIX #01 - NISSAN,,N,,,,,,,1200.00,845.5,2201741123111,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1200.00,2.0,2.0,4.0,Y,1200.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1200.00,0.0,,,N,1200.00,0.0,,
bendix-db-3545-1,DB-3545,BENDIX DB-3545,BRAKE PAD - BENDIX #01 - OTHERS,,N,,,,,,,variable,712.5,2200689775850,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,variable,0.0,0.0,1.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
 DB-357 ,DB-357,BENDIX DB-357 MIT LANCER 88-90 FRT,BRAKE PAD - BENDIX #01 - MITSUBISHI,,N,,,,,,,1150.00,0.0,2200689387234,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1150.00,1.0,1.0,2.0,Y,1150.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1150.00,0.0,,,N,1150.00,0.0,,
 DB-383 ,DB-383,BENDIX DB-383 DAI CHARADE FRT,BRAKE PAD - BENDIX #01 - OTHERS,,N,,,,,,,1500.00,0.0,2200689691175,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1500.00,0.0,0.0,1.0,Y,1500.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1500.00,0.0,,,N,1500.00,0.0,,
bendix-db-388-maz-e2000-van-90-96-mit-canter-surp-frt-1,DB-388,BENDIX DB-388 MAZ E2000 VAN 90-96 MIT CANTER SURP FRT,BRAKE PAD - BENDIX #01 - MITSUBISHI,,N,,,,,,,1200.00,883.5,2200689635735,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1200.00,1.0,0.0,1.0,Y,1200.00,0.0,,,N,1200.00,0.0,,,N,1200.00,0.0,,,N,1200.00,0.0,,,N,1200.00,0.0,,
bendix-db-3908bm-1,11012,BENDIX DB-3908BM,BRAKE PAD - BENDIX #01 - OTHERS,,N,,,,,,,variable,0.0,2200689208194,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,variable,0.0,0.0,1.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
 DB-395 ,DB-395,BENDIX DB-395 ISU TROOPER 84-97 FRT,BRAKE PAD - BENDIX #01 - ISUZU,,N,,,,,,,1300.00,0.0,2200689118285,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1300.00,0.0,0.0,1.0,Y,1300.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1300.00,0.0,,,N,1300.00,0.0,,
bendix-db-397-toy-liteace-91-97-tamaraw--91-97-frt-1,DB-397,BENDIX DB-397 TOY LITEACE 91-97 TAMARAW  91-97 FRT,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,1250.00,897.75,2200689430923,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1250.00,1.0,1.0,2.0,Y,1250.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1250.00,0.0,,,N,1250.00,0.0,,
bendix-db-403gct,23320,BENDIX DB-403 SUZ JIMNY 83-19 FRT,BRAKE PAD - BENDIX #01 - SUZUKI,,N,,,,,,,1200.00,817.0,220175137,,,Y,,,0.0,Y,1200.00,2.0,0.0,1.0,Y,1200.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1200.00,0.0,,,N,1200.00,0.0,,
 DB-406 ,DB-406,BENDIX DB-406 MAZ 323 85-90 FRT,BRAKE PAD - BENDIX #01 - MAZDA FORD,,N,,,,,,,1450.00,0.0,2200689316626,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1450.00,2.0,0.0,1.0,Y,1450.00,2.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1450.00,0.0,,,N,1450.00,0.0,,
 DB-409 ,DB-409,BENDIX DB-409 MAZ B2200 88-99 FRT,BRAKE PAD - BENDIX #01 - MAZDA FORD,,N,,,,,,,1200.00,883.5,2200689869873,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1200.00,1.0,0.0,1.0,Y,1200.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1200.00,0.0,,,N,1200.00,0.0,,
bendix-db-422-1,DB-422,BENDIX DB-422 TOY CORONA 93-99 CAMRY 96-02 RR,BRAKE PAD - BENDIX #01 - TOYOTA,,N,,,,,,,1300.00,0.0,2200689496055,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1300.00,0.0,1.0,1.0,Y,1300.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1300.00,0.0,,,N,1300.00,0.0,,
bendix-db-438-nis-urvan-e24-98-15-frt-frontier-4x4-97-03-frt-2,DB-438,BENDIX DB-438 NIS URVAN E24 98-15 FRT FRONTIER 4X4 97-03 FRT,BRAKE PAD - BENDIX #01 - NISSAN,,N,,,,,,,1500.00,1078.25,2200689541230,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1500.00,5.0,5.0,1.0,Y,1500.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1500.00,0.0,,,N,1500.00,0.0,,
 DB-442 ,DB-442,BENDIX DB-442 KIA PRIDE 90-99 FRT,BRAKE PAD - BENDIX #01 - HYUNDAI KIA,,N,,,,,,,1100.00,764.75,2200689301407,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1100.00,2.0,1.0,3.0,Y,1100.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1100.00,0.0,,,N,1100.00,0.0,,
bendix-db-7503hd-e150-frt-97-07,DB-7503HD,BENDIX DB-7503HD FORD E150 FRT 97-07,BRAKE PAD - BENDIX #01 - MAZDA FORD,,N,,,,,,,3200.00,2194.5,2200689563688,,,Y,,,0.0,Y,3200.00,0.0,0.0,1.0,Y,3200.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,3200.00,0.0,,,N,3200.00,0.0,,
bendix-db-7535hd-ford-e150-frt-09-17-1,DB-7535HD,BENDIX DB-7535HD FORD E150 FRT 09-17,BRAKE PAD - BENDIX #01 - MITSUBISHI,,N,,,,,,,3000.00,2080.5,8852770997636,,,Y,,,0.0,Y,3000.00,1.0,0.0,1.0,Y,3000.00,0.0,,,N,3000.00,0.0,,,N,3000.00,0.0,,,N,3000.00,0.0,,,N,3000.00,0.0,,
BD-3307,BD-3307,BENDIX DRIVE IKI BD-3307 M191T-23071,BENDIX DRIVE,,N,,,,,,,variable,300.0,6580139692532,,,Y,,,0.0,Y,variable,1.0,1.0,2.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
BD-S751,BD-S751,BENDIX DRIVE IKI BD-S751 31320-51A10,BENDIX DRIVE,,N,,,,,,,variable,270.0,6580139894609,,,Y,,,0.0,Y,variable,2.0,1.0,2.0,Y,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,,N,variable,0.0,,
 DS-0032 ,DS-0032,BENDIX DS-0032 SUZUKI ESTEEM,BRAKE SHOE - BENDIX #01,,N,,,,,,,1500.00,1049.75,8852770987098,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1500.00,1.0,0.0,1.0,Y,1500.00,0.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1500.00,0.0,,,N,1500.00,0.0,,
 DS-0803 ,DS-0803,BENDIX DS-0803 CHEVROLET SPARK,BRAKE SHOE - BENDIX #01,,N,,,,,,,1600.00,0.0,8852770578223,,,Y,,BLOOMFIELD SALES SYSTEM,0.0,Y,1600.00,2.0,0.0,1.0,Y,1600.00,1.0,,,N,0.00,0.0,,,N,0.00,0.0,,,N,1600.00,0.0,,,N,1600.00,0.0,,
